article group;article group name;item number;article description;supplier;supplier's item number;EAN number 1;EAN number 2;EAN number 3;EAN number 4;EAN number 5;EAN number 6;retail price;availability (tendency);mark new prices;price changes;deleted items;kits;partner programme
BDT;Lenses for CSC cameras;358400;Panasonic Lumix G Vario 3,5-5,6/14-45 ASPH OIS;Panasonic;H-FS014045E;5025232518913;;;;;;199.29;available;;;;0;
BDT;Lenses for CSC cameras;394695;Olympus M.Zuiko D 4,0-5,6/9-18 ED black;Olympus;N3850192;4545350029654;;;;;;416.44;awaiting;;;;0;
BDT;Lenses for CSC cameras;398027;Samsung 2,0/30          NX-Serie;Samsung;EX-S30NB;8806386933381;;;;;;202.74;awaiting;;;;0;
BDT;Lenses for CSC cameras;433685;Panasonic Lumix G 3,5/8 Fisheye;Panasonic;H-F008E;5025232570881;;;;;;533.83;available;;;;0;
BDT;Lenses for CSC cameras;442855;Sony F            2,8/16 E-Mount Sony Lens;Sony;SEL16F28.AE;4905524636635;;;;;;175.12;available;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;442883;Sony F         3,5-5,6/18-55 E-Mount Sony Lens;Sony;SEL1855.AE;4905524636666;;;;;;209.99;onorder;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;442890;Sony F        3,5-6,3/18-200 E-Mount Sony Lens;Sony;SEL18200.AE;4905524654387;;;;;;559.40;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;457765;Panasonic Lumix G 3D Lens 12/12,5 mm;Panasonic;H-FT012E;5025232595693;;;;;;166.89;available;;;;0;
BDT;Lenses for CSC cameras;457779;Panasonic Lumix G Vario 100-300 OIS;Panasonic;H-FS100300E;5025232589913;;;;;;399.52;available;;;;0;
BDT;Lenses for CSC cameras;483833;Olympus M.Zuiko D   2,8/17 Pancake black;Olympus;N4290792;4545350033439;;;;;;204.28;available;;;;0;
BDT;Lenses for CSC cameras;529459;Olympus M.Zuiko D   2,0/12 ED silver;Olympus;V311020SE000;4545350036416;;;;;;544.40;available;;;;0;
BDT;Lenses for CSC cameras;529522;Olympus M.Zuiko D   4-5,6/40-150 ED R black;Olympus;V315030BE000;4545350036485;;;;;;226.27;onorder;;;;0;
BDT;Lenses for CSC cameras;534023;Samsung 2,8/20 i-Function NX-Series;Samsung;EX-W20NB;8806071091129;;;;;;202.74;onorder;;;;0;
BDT;Lenses for CSC cameras;534030;Samsung 2,4/16 black   NX-Serie;Samsung;EX-W16NB;8806071377650;;;;;;236.66;onorder;;;;0;
BDT;Lenses for CSC cameras;545027;Panasonic Lumix 3,5-5,6/14-42 mm G X Vario PZ silver;Panasonic;H-PS14042E-S;5025232638031;;;;;;275.89;onorder;;;;0;
BDT;Lenses for CSC cameras;545041;Panasonic Lumix 3,5-5,6/14-42 mm G X Vario PZ black;Panasonic;H-PS14042E-K;5025232638024;;;;;;275.89;available;;;;0;
BDT;Lenses for CSC cameras;545048;Panasonic Lumix 4-5,6/45-175 mm G X Vario PZ black;Panasonic;H-PS45175E-K;5025232638000;;;;;;299.91;available;;;;0;
BDT;Lenses for CSC cameras;545202;Pentax Q Lens 27,5-83 mm;Pentax;22077;0027075208278;;;;;;250.44;onorder;;;;0;
BDT;Lenses for CSC cameras;545209;Pentax Q Lens 03 Fisheye;Pentax;22087;0027075208322;4961333208326;;;;;131.40;onorder;;;;0;
BDT;Lenses for CSC cameras;545216;Pentax Q Lens 04 Toy Wide;Pentax;22097;0027075208339;;;;;;106.27;onorder;;;;0;
BDT;Lenses for CSC cameras;545230;Pentax Q Lens 05 Toy Tele;Pentax;22117;0027075208346;;;;;;106.27;available;;;;0;
BDT;Lenses for CSC cameras;547008;Samsung 2,8/60 mm ED OIS SSA NX-Series;Samsung;EX-M60SB;8806071454047;;;;;;406.29;onorder;;;;0;
BDT;Lenses for CSC cameras;549542;Sony 4,5-6,3/55-210 mm SAM AF E-Mount Sony Lens;Sony;SEL55210.AE;4905524796711;;;;;;244.85;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;549549;Sony 1,8/24 mm T E-Mount Sony Lens;Sony;SEL24F18Z.AE;4905524796742;;;;;;698.01;onorder;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;549570;Sony 3,5/30 mm Macro E-Mount Sony Lens;Sony;SEL30M35.AE;4905524796636;;;;;;175.12;onorder;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;556920;Nikon 1 NIKKOR 2,8/10 mm black;Nikon;JVA101DA;0018208033065;;;;;;173.54;onorder;;;;0;
BDT;Lenses for CSC cameras;556927;Nikon 1 NIKKOR 2,8/10 mm white;Nikon;JVA101DB;0018208033201;4960759026347;;;;;173.54;onorder;;;;0;
BDT;Lenses for CSC cameras;556934;Nikon 1 NIKKOR 4,5-5,6/10-100 mm VR PD-Zoom black;Nikon;JVA702DA;0018208033188;;;;;;528.21;available;;;;0;
BDT;Lenses for CSC cameras;556948;Nikon 1 NIKKOR 3,8-5,6/30-110 mm VR black;Nikon;JVA703DA;0018208033126;;;;;;173.54;awaiting;;;;0;
BDT;Lenses for CSC cameras;556955;Nikon 1 NIKKOR 3,8-5,6/30-110 mm VR white;Nikon;JVA703DB;0018208033195;;;;;;173.54;onorder;;;;0;
BDT;Lenses for CSC cameras;572383;Tamron 3,5-6,3/18-200 mm Di III VC NEX black;Tamron;B011B;4960371005621;;;;;;460.15;available;;;;0;
BDT;Lenses for CSC cameras;572390;Tamron 3,5-6,3/18-200 mm DI III VC NEX silver;Tamron;B011S;4960371005638;;;;;;417.60;available;;;;0;
BDT;Lenses for CSC cameras;575624;Olympus M.Zuiko D  3,5-6,3/12-50 ED EZ silver;Olympus;V314040SE000;4545350039042;;;;;;291.91;available;;;;0;
BDT;Lenses for CSC cameras;575638;Olympus M.Zuiko D  3,5-6,3/12-50 ED EZ black;Olympus;V314040BE000;4545350039035;;;;;;291.91;onorder;;;;0;
BDT;Lenses for CSC cameras;620851;Samsung 3,5-5,6/18-55 OIS III i-Function NX-Series;Samsung;EX-S1855CSB;8806085053557;;;;;;202.74;onorder;;;;0;
BDT;Lenses for CSC cameras;620865;Samsung 3,5-5,6/20-50 ED II i-Function NX-Series;Samsung;EX-S2050BNB;8806085056404;;;;;;168.81;onorder;;;;0;
BDT;Lenses for CSC cameras;624085;Panasonic Lumix 4,5-6/45-150 mm G Vario MEGA O.I.S. black;Panasonic;H-FS45150E-K;5025232699308;;;;;;186.40;available;;;;0;
BDT;Lenses for CSC cameras;624092;Panasonic Lumix 4-5,6/45-150 mm G Vario MEGA O.I.S. silver;Panasonic;H-FS45150E-S;5025232699315;;;;;;192.97;onorder;;;;0;
BDT;Lenses for CSC cameras;629195;Canon EF-M 3,5-5,6 /18-55 IS STM;Canon;5984B005;4960999819631;;;;;;212.55;available;;;;0;
BDT;Lenses for CSC cameras;629202;Canon EF-M 2,0/22 mm STM;Canon;5985B005;4960999841120;;;;;;177.01;available;;;;0;
BDT;Lenses for CSC cameras;639702;Nikon 1 NIKKOR 1,8/18,5 mm black;Nikon;JVA102DA;0018208033232;4960759027504;;;;;135.51;onorder;;;;0;
BDT;Lenses for CSC cameras;639709;Nikon 1 NIKKOR 1,8/18,5 mm white;Nikon;JVA102DB;0018208033249;4960759027511;;;;;135.51;onorder;;;;0;
BDT;Lenses for CSC cameras;639723;Nikon 1 NIKKOR 1,8/18,5 mm silver;Nikon;JVA102DC;0018208033256;4960759027528;;;;;135.51;onorder;;;;0;
BDT;Lenses for CSC cameras;639842;Sony SEL 1,8/35 mm E-Mount Sony Lens;Sony;SEL35F18.AE;4905524894912;;;;;;314.57;available;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;639856;Sony SEL 4/10-18 mm E-Mount Sony Lens;Sony;SEL1018.AE;4905524894882;;;;;;639.91;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;639863;Sony SEL-P 3,5-5,6/16-50 mm E-Mount Sony Lens;Sony;SELP1650.AE;4905524898842;;;;;;244.85;available;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;643286;Nikon 1 NIKKOR 3,5-5,6/11-27,5mm black;Nikon;JVA704DA;0018208033218;;;;;;135.51;onorder;;;;0;
BDT;Lenses for CSC cameras;643307;Nikon 1 NIKKOR 3,5-5,6/11-27,5mm white;Nikon;JAV704DB;0018208033225;;;;;;135.51;onorder;;;;0;
BDT;Lenses for CSC cameras;644224;Olympus 8/15 mm Body Lens Cap;Olympus;V325010BE000;4545350042196;;;;;;50.83;available;;;;0;
BDT;Lenses for CSC cameras;667268;Nikon 1 NIKKOR 4-5,6/10-100mm VR black;Nikon;JVA705DA;0018208033263;;;;;;389.17;onorder;;;;0;
BDT;Lenses for CSC cameras;667275;Nikon 1 NIKKOR 4-5,6/10-100mm VR white;Nikon;JVA705DB;0018208033270;4960759027672;;;;;389.17;onorder;;;;0;
BDT;Lenses for CSC cameras;667282;Nikon 1 NIKKOR 4-5,6/10-100mm VR silver;Nikon;JVA705DC;0018208033287;;;;;;389.17;onorder;;;;0;
BDT;Lenses for CSC cameras;667289;Nikon 1 NIKKOR 3,5-5,6/6,7-13mm VR black;Nikon;JVA706DA;0018208033294;4960759027696;;;;;373.48;onorder;;;;0;
BDT;Lenses for CSC cameras;667296;Nikon 1 NIKKOR 3,5-5,6/6,7-13mm VR silver;Nikon;JVA706DB;0018208033300;4960759027702;;;;;373.48;onorder;;;;0;
BDT;Lenses for CSC cameras;669802;Samsung 2,4/16 white NX-Serie;Samsung;EX-W16ANW;8806085209671;;;;;;236.66;available;;;;0;
BDT;Lenses for CSC cameras;669809;Samsung 1,4/85 ED SSA i-Function NX-Series;Samsung;EX-T85NB;;;;;;;677.69;onorder;;;;0;
BDT;Lenses for CSC cameras;670040;Samsung 1,8/45 i-Function NX-Series;Samsung;EX-S45ANB;8806085309159;;;;;;203.55;awaiting;;;;0;
BDT;Lenses for CSC cameras;671755;Olympus M.Zuiko D 4,8-6,7/75-300 ED II black;Olympus;V3105040BE000;4545350043742;;;;;;353.28;onorder;;;;0;
BDT;Lenses for CSC cameras;676704;Sony 2,8/20 E-Mount Sony Lens;Sony;SEL20F28.AE;4905524923216;;;;;;244.85;available;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;676781;Sony 3,5-6,3/18-200 Power Zoom E-Mount Sony Lens;Sony;SELP18200.AE;4905524918977;;;;;;837.45;onorder;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;677460;Samsung 4-5,6/12-24 ED;Samsung;EX-W1224ANB;8806085196285;;;;;;407.10;onorder;;;;0;
BDT;Lenses for CSC cameras;682262;Sigma 2,8/30 DN black MFT;Sigma;33B963;0085126929695;;;;;;141.35;available;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;682276;Sigma 2,8/30 DN silver MFT;Sigma;33S963;0085126929718;;;;;;141.35;available;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;682283;Sigma 2,8/30 DN silver Sony E-Mount;Sigma;33S965;0085126929725;;;;;;141.35;onorder;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;682290;Sigma 2,8/19 DN black MFT;Sigma;40B963;0085126929732;;;;;;141.35;onorder;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;682297;Sigma 2,8/19 DN black Sony E-Mount;Sigma;40B965;0085126929749;;;;;;141.35;awaiting;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;682304;Sigma 2,8/19 DN silver MFT;Sigma;40S963;0085126929756;;;;;;141.35;onorder;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;682318;Sigma 2,8/19 DN silver Sony E-Mount;Sigma;40S965;0085126929763;;;;;;141.35;awaiting;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;698670;Panasonic Lumix G Vario 3,5-5,6/14-140 Power OIS;Panasonic;H-FS14140E-K;5025232749843;;;;;;469.81;available;;;;0;
BDT;Lenses for CSC cameras;699230;Sigma 2,8/60 DN black MFT;Sigma;350963;0085126350635;;;;;;141.35;available;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;699237;Sigma 2,8/60 DN silver MFT;Sigma;35S963;0085126929770;;;;;;141.35;awaiting;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;699244;Sigma 2,8/60 DN black Sony E-Mount;Sigma;350965;0085126350659;;;;;;141.35;available;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;699251;Sigma 2,8/60 DN silver Sony E-Mount;Sigma;35S965;0085126929787;;;;;;141.35;onorder;;;;0;SIG-PPG
BDT;Lenses for CSC cameras;699573;Samsung 1,8/45 2D/3D i-Function black;Samsung;EX-S45ADB;8806085312616;;;;;;339.25;onorder;;;;0;
BDT;Lenses for CSC cameras;699580;Samsung 1,8/45 2D/3D i-Function white;Samsung;EX-S45ADW;8806085539655;;;;;;339.25;onorder;;;;0;
BDT;Lenses for CSC cameras;713643;Canon EF-M 4-5,6/11-22 IS STM;Canon;7568B005;4960999921624;;;;;;283.64;awaiting;;;;0;
BDT;Lenses for CSC cameras;715281;Panasonic Lumix G 1,7/20 II ASPH.;Panasonic;H-H020AE-K;5025232754045;;;;;;243.59;available;;;;0;
BDT;Lenses for CSC cameras;723898;Sony 1,8/50 black E-Mount Sony Lens;Sony;SEL50F18B.AE;4905524952414;;;;;;209.99;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;723905;Sony SEL 4/16-70 E-Mount Sony Lens;Sony;SEL1670Z.AE;4905524935462;;;;;;698.01;onorder;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;723912;Sony SEL-P 4/18-105 E-Mount Sony Lens;Sony;SELP18105G.AE;4905524956672;;;;;;419.15;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;732823;Nikon 1 NIKKOR AW 10 mm black;Nikon;JVA103DA;0018208033614;;;;;;226.07;onorder;;;;0;
BDT;Lenses for CSC cameras;741748;Panasonic Lumix G Vario 3,5-5,6/12-32 OIS black;Panasonic;H-FS12032E-K;5025232761838;;;;;;241.77;available;;;;0;
BDT;Lenses for CSC cameras;741755;Panasonic Lumix G Vario 3,5-5,6/12-32 OIS silver;Panasonic;H-FS12032E-S;5025232761845;;;;;;241.77;onorder;;;;0;
BDT;Lenses for CSC cameras;765842;Sony F 3,5-5,6/28-70 E-Mount Sony Lens;Sony;SEL2870.AE;4905524956948;;;;;;376.81;onorder;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;766752;Sony 4,5-6,3/55-210 E-Mount Sony Lens;Sony;SEL55210B.AE;4905524958706;;;;;;244.85;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;777196;Handevision 0,85/40 mm Sony E-Mount;Handevision;20010;4250234500104;6900000021217;;;;;1360.00;available;;;;0;
BDT;Lenses for CSC cameras;777203;Handevision 0,85/40 mm Fujifilm X-Bajonett;Handevision;20011;4250234500111;6900000021231;;;;;1360.00;available;;;;0;
BDT;Lenses for CSC cameras;777210;Handevision 0,85/40 mm Canon EOS M-Bajonett;Handevision;20012;4250234500128;;;;;;1360.00;onorder;;;;0;
BDT;Lenses for CSC cameras;777217;Handevision 0,85/40 mm micro 4/3;Handevision;20013;4250234500135;6900000021224;;;;;1360.00;available;;;;0;
BDT;Lenses for CSC cameras;779534;Samsung 2-2,8/16-50 S ED OIS;Samsung;EX-S1650ASB;8806085817425;;;;;;882.05;onorder;;;;0;
BDT;Lenses for CSC cameras;780752;Samsung 3,5-5,6/16-50 OIS ED Power Zoom black;Samsung;EX-ZP1650ZABEP;8806085995086;;;;;;237.47;onorder;;;;0;
BDT;Lenses for CSC cameras;780780;Samsung 3,5-5,6/16-50 OIS ED Power Zoom white;Samsung;EX-ZP1650ZAWEP;8806085997103;;;;;;237.47;onorder;;;;0;
BDT;Lenses for CSC cameras;780801;Samsung 3,5/10 Fisheye white i-Function;Samsung;EX-F10ANW;8806085751651;;;;;;339.25;onorder;;;;0;
BDT;Lenses for CSC cameras;780815;Samsung 3,5/10 Fisheye black i-Function;Samsung;EX-F10ANB;8806085690400;;;;;;339.25;onorder;;;;0;
BDT;Lenses for CSC cameras;780829;Samsung 2,0/30 white;Samsung;EX-S30ANW;8806085838819;;;;;;202.74;onorder;;;;0;
BDT;Lenses for CSC cameras;780843;Samsung 4-5,6/50-200 ED OIS III black i-Function;Samsung;EX-T50200CSB;8806085525689;;;;;;237.47;awaiting;;;;0;
BDT;Lenses for CSC cameras;780864;Samsung 4-5,6/50-200 ED OIS III white i-Function;Samsung;EX-T50200CSW;8806085525696;;;;;;237.47;available;;;;0;
BDT;Lenses for CSC cameras;784301;Nikon 1 NIKKOR 3,5-5,6/10-30 VR PD-ZOOM;Nikon;JVA707DA;0018208033676;;;;;;212.25;available;;;;0;
BDT;Lenses for CSC cameras;784308;Nikon 1 NIKKOR 4,5-5,6/70-300 VR;Nikon;JVA709DA;0018208033454;4960759028471;;;;;720.41;onorder;;;;0;
BDT;Lenses for CSC cameras;789845;Olympus Body Lens Cap 9mm;Olympus;V325040BW000;4545350045920;;;;;;66.62;awaiting;;;;0;
BDT;Lenses for CSC cameras;792960;Nikon 1 NIKKOR 10-30 PD-Zoom white;Nikon;JVA707DB;0018208033683;;;;;;212.25;onorder;;;;0;
BDT;Lenses for CSC cameras;819630;Canon EF-M 4,5-6,3/55-200 IS STM;Canon;9517B005;4549292009873;;;;;;233.88;available;;;;0;
BDT;Lenses for CSC cameras;822745;Tamron 3,5-5,8/14-150 DI III MFT black;Tamron;C001B;4960371005751;;;;;;338.75;available;;;;0;
BDT;Lenses for CSC cameras;822752;Tamron 3,5-5,8/14-150 DI III MFT silver;Tamron;C001S;4960371005768;;;;;;338.75;available;;;;0;
BDT;Lenses for CSC cameras;822759;Tamron 3,5-6,3/18-200 DI III VC EOS M black;Tamron;B011EMB;4960371005805;;;;;;338.75;onorder;;;;0;
BDT;Lenses for CSC cameras;822766;Tamron 3,5-6,3/18-200 DI III VC EOS M silver;Tamron;B011EMS;4960371005812;;;;;;338.75;onorder;;;;0;
BDT;Lenses for CSC cameras;823361;Sony SEL 2,8/35;Sony;SEL35F28Z.AE;4905524934731;;;;;;543.84;awaiting;;;;0;
BDT;Lenses for CSC cameras;844452;Panasonic Lumix 4-5,6/35-100 G OIS black;Panasonic;H-FS35100E-K;5025232805181;;;;;;253.05;available;;;;0;
BDT;Lenses for CSC cameras;844459;Panasonic Lumix 4-5,6/35-100 G OIS silver;Panasonic;H-FS35100E-S;5025232805198;;;;;;253.05;available;;;;0;
BDT;Lenses for CSC cameras;844466;Panasonic Lumix G 2,5/14 ASPH II;Panasonic;H-H014AE-K;5025232804481;;;;;;255.27;available;;;;0;
BDT;Lenses for CSC cameras;845285;Olympus M.Zuiko 2,0/12 ED black;Olympus;V311020BE001;4545350047382;;;;;;544.39;onorder;;;;0;Olympus OMD
BDT;Lenses for CSC cameras;847476;Sony SEL FE 4,0/16-35 ZA OSS;Sony;SEL1635Z.SYX;4905524989212;;;;;;1017.56;available;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;892395;Sony SEL F 2/28 E-Mount Sony Objektiv;Sony;SEL28F20.SYX;4548736001992;;;;;;338.97;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;892402;Sony FE 1,4/35 Distagon ZA T E-Mount Sony Objektiv;Sony;SEL35F14Z.SYX;4548736001961;;;;;;1280.54;onorder;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;892409;Sony SEL F 2,8/90 Macro G OSS E-Mount Sony Objektiv;Sony;SEL90M28G.SYX;;;;;;;866.25;awaiting;;;;0;Sony Europe Retail Partner Programm
BDT;Lenses for CSC cameras;892423;Sony SEL 3,5-6,3/24-240 OSS E-Mount Sony Objektiv;Sony;SEL24240.SYX;4548736002029;;;;;;753.26;awaiting;;;;0;Sony Europe Retail Partner Programm
BDU;Creative effects lenses;104253;Lensbaby Velvet 56 Canon EF;Lensbaby;LB-V56BC;0850366006044;;;;;;329.75;onorder;;;;0;
BDU;Creative effects lenses;104260;Lensbaby Velvet 56 Nikon F;Lensbaby;LB-V56BN;0850366006051;;;;;;329.75;onorder;;;;0;
BDU;Creative effects lenses;104267;Lensbaby Velvet 56 Pentax K;Lensbaby;LB-V56BP;0850366006075;;;;;;329.75;onorder;;;;0;
BDU;Creative effects lenses;104274;Lensbaby Velvet 56 Sony A;Lensbaby;LB-V56BS;0850366006068;;;;;;329.75;onorder;;;;0;
BDU;Creative effects lenses;104281;Lensbaby Velvet 56 SE Canon EF;Lensbaby;LB-V56SEC;0850366006112;;;;;;465.93;onorder;;;;0;
BDU;Creative effects lenses;104288;Lensbaby Velvet 56 SE Nikon F;Lensbaby;LB-V56SEN;0850366006129;;;;;;465.93;onorder;;;;0;
BDU;Creative effects lenses;288351;Lensbaby Composer Canon EF;Lensbaby;LB-3C;0188772002344;1887720023446;;;;;154.66;available;;;;0;
BDU;Creative effects lenses;410690;Lensbaby Soft Focus Optic;Lensbaby;LB-O5;0188772002658;1887720026584;;;;;54.77;onorder;;;;0;
BDU;Creative effects lenses;410697;Lensbaby Fisheye Optic;Lensbaby;LB-O6;0188772002665;1887720026652;;;;;91.34;onorder;;;;0;
BDU;Creative effects lenses;516523;Lensbaby Composer Pro Canon EF (incl. Sweet 35 Optic);Lensbaby;LB-3U2C;0188772003143;;;;;;256.99;onorder;;;;0;
BDU;Creative effects lenses;516530;Lensbaby Composer Pro Nikon F (incl. Sweet 35 Optic);Lensbaby;LB-3U2N;0188772003150;;;;;;256.99;onorder;;;;0;
BDU;Creative effects lenses;516537;Lensbaby Composer Pro Olympus 4/3 (incl. Sweet 35 Optic);Lensbaby;LB-3U2O;0188772003181;;;;;;256.99;onorder;;;;0;
BDU;Creative effects lenses;516544;Lensbaby Composer Pro Pentax K (incl. Sweet 35 Optic);Lensbaby;LB-3U2P;0188772003174;;;;;;256.99;onorder;;;;0;
BDU;Creative effects lenses;516551;Lensbaby Composer Pro Sony Alpha (incl. Sweet 35 Optic);Lensbaby;LB-3U2S;0188772003167;;;;;;256.99;onorder;;;;0;
BDU;Creative effects lenses;521367;Lensbaby Sweet 35 Optic;Lensbaby;LB-O7;0188772003082;;;;;;121.77;onorder;;;;0;
BDU;Creative effects lenses;599494;Lensbaby Edge 80;Lensbaby;LB-08;0188772003310;;;;;;202.90;available;;;;0;
BDU;Creative effects lenses;642768;Lensbaby Spark             Canon;Lensbaby;LB-6C;0188772003617;0188772003778;;;;;60.89;available;;;;0;
BDU;Creative effects lenses;642775;Lensbaby Spark             Nikon;Lensbaby;LB-6N;0188772003624;0188772003785;;;;;60.89;available;;;;0;
BDU;Creative effects lenses;817740;Lensbaby Circular Fisheye Canon EF;Lensbaby;LB-CFEC;0188772003808;;;;;;202.90;available;;;;0;
BDU;Creative effects lenses;817747;Lensbaby Circular Fisheye Nikon F;Lensbaby;LB-CFEN;0188772003815;;;;;;202.90;available;;;;0;
BDU;Creative effects lenses;845656;Lensbaby Composer Pro Canon incl. Sweet 50 Optik;Lensbaby;LB-3U4C;0188772003877;;;;;;202.90;available;;;;0;
BDU;Creative effects lenses;845670;Lensbaby Composer Pro MFT incl. Sweet 50 Optik;Lensbaby;LB-3U4M;0188772003921;;;;;;202.90;onorder;;;;0;
BDU;Creative effects lenses;845677;Lensbaby Composer Pro Nikon incl. Sweet 50 Optik;Lensbaby;LB-3U4N;0188772003884;;;;;;202.90;available;;;;0;
BDU;Creative effects lenses;845684;Lensbaby Composer Pro 4/3 incl. Sweet 50 Optik;Lensbaby;LB-3U4O;0188772003914;;;;;;202.90;onorder;;;;0;
BDU;Creative effects lenses;845691;Lensbaby Composer Pro Pentax K incl. Sweet 50 Optik;Lensbaby;LB-3U4P;0188772003907;;;;;;202.90;onorder;;;;0;
BDU;Creative effects lenses;845698;Lensbaby Composer Pro Sony Alpha incl. Sweet 50 Optik;Lensbaby;LB-3U4S;0188772003891;;;;;;202.90;onorder;;;;0;
BDU;Creative effects lenses;845719;Lensbaby Composer Pro Sony NEX incl. Sweet 50 Optik;Lensbaby;LB-3U4SOX;0188772003938;;;;;;202.90;onorder;;;;0;
BDU;Creative effects lenses;845726;Lensbaby Composer Pro Samsung NX incl. Sweet 50 Optik;Lensbaby;LB-3U4SSX;0188772003945;;;;;;202.90;onorder;;;;0;
BDU;Creative effects lenses;845733;Lensbaby Sweet 50 Optik;Lensbaby;LB-09;0188772003860;;;;;;81.23;onorder;;;;0;
BEA;Slide projectors;175476;Reflecta 2000 AF     2,8/90;Reflecta;16115;4005039161155;;;;;;166.00;available;;;;0;
BEA;Slide projectors;180873;Braun Novamat    E 130 AF 2,8/85;Braun Phototechnik;07006;4000567070061;;;;;;220.00;available;;;;0;
BEA;Slide projectors;391095;Braun Novamat    E 150    2,8/85 complete;Braun Phototechnik;07010;4000567070108;;;;;;238.00;available;;;;0;
BEA;Slide projectors;412963;Braun Multimag 250 AF-I 2,8/85;Braun Phototechnik;04079;4000567040798;;;;;;238.00;available;;;;0;
BEA;Slide projectors;781345;Reflecta 2000 AF-IR  2,8/90 MC;Reflecta;16120;4005039161209;;;;;;181.00;available;;;;0;
BEC;Photometers & accessories;130088;Sekonic L-758 D Digitalmaster;Sekonic;100388;4962294011383;;;;;;350.50;awaiting;;;;0;
BEC;Photometers & accessories;130095;Sekonic L-758 DR Digitalmaster incl. RT-32 Module;Sekonic;100389;4962294011369;;;;;;403.57;awaiting;;;;0;
BEC;Photometers & accessories;130102;Sekonic L-758 Digitalmaster Cine;Sekonic;100390;4962294011376;;;;;;424.92;awaiting;;;;0;
BEC;Photometers & accessories;145915;Sekonic L-758 Lens Hood;Sekonic;100383;4962294014414;;;;;;26.95;onorder;;;;0;
BEC;Photometers & accessories;189126;Kenko Color Meter KCM-3100;Kenko;KEB-KCM310;4961607807538;;;;;;765.23;available;;;;0;
BEC;Photometers & accessories;189133;Kenko Auto Digital Meter KFM-1100;Kenko;KEB-KFM110;4961607807460;4961607807552;;;;;235.97;awaiting;;;;0;
BEC;Photometers & accessories;260253;Sekonic Exposure Profile Target I;Sekonic;JQ57;;;;;;;82.47;onorder;;;;0;
BEC;Photometers & accessories;266161;Kenko Flat Diffuser KFM-200;Kenko;KEB-KFM212;4961607807576;;;;;;17.67;available;;;;0;
BEC;Photometers & accessories;266168;Kenko Sphere Diffuser KFM-300;Kenko;KEB-KFM300;4961607807583;;;;;;17.67;available;;;;0;
BEC;Photometers & accessories;282954;Gossen Starlite 2;Gossen;H258A;4012932115949;;;;;;446.08;available;;;;0;
BEC;Photometers & accessories;298361;Kenko Spot Finder KFM-100 for KFM-1100;Kenko;KEB-KFM401;4961607807569;;;;;;90.41;available;;;;0;
BEC;Photometers & accessories;456981;Gossen Digisky;Gossen;H260A;0719821323990;4012932122145;;;;;285.77;awaiting;;;;0;
BEC;Photometers & accessories;488500;Gossen Mounting Clip for DIGISIX 2 / DIGIFLASH 2;Gossen;V069A;4012932116595;;;;;;5.97;available;;;;0;
BEC;Photometers & accessories;504028;Sekonic L-308 DC DigiCineMate;Sekonic;100349;4962294011420;;;;;;167.43;available;;;;0;
BEC;Photometers & accessories;505391;Sekonic L-208 Twinmate;Sekonic;100362;4962294013257;;;;;;72.75;available;;;;0;
BEC;Photometers & accessories;596701;Sekonic RT-32 Radio Transmitter;Sekonic;100371;4019518035899;;;;;;95.18;available;;;;0;
BEC;Photometers & accessories;625140;Gossen Battery Adapter Set Lunasix 3 / Lunasix 3S;Gossen;V206A;0719821159506;4012932104301;4012932118148;;;;18.74;available;;;;0;
